Passenger Class,Survived,Status,Age,Age Group,Passenger Class & Age Group,Number of Passengers,Survival Rate
2,1,Survived,48,Adult,2nd Class - Adult,1,38%
2,1,Survived,48,Adult,2nd Class - Adult,1,38%
2,0,Deceased,49,Adult,2nd Class - Adult,1,38%
2,0,Deceased,50,Adult,2nd Class - Adult,1,38%
2,0,Deceased,50,Adult,2nd Class - Adult,1,38%
2,1,Survived,50,Adult,2nd Class - Adult,1,38%
2,1,Survived,50,Adult,2nd Class - Adult,1,38%
2,1,Survived,50,Adult,2nd Class - Adult,1,38%
2,0,Deceased,51,Adult,2nd Class - Adult,1,38%
2,0,Deceased,52,Adult,2nd Class - Adult,1,38%
2,0,Deceased,52,Adult,2nd Class - Adult,1,38%
2,0,Deceased,54,Adult,2nd Class - Adult,1,38%
2,0,Deceased,54,Adult,2nd Class - Adult,1,38%
2,0,Deceased,54,Adult,2nd Class - Adult,1,38%
2,1,Survived,54,Adult,2nd Class - Adult,1,38%
2,1,Survived,55,Adult,2nd Class - Adult,1,38%
2,0,Deceased,57,Adult,2nd Class - Adult,1,38%
2,0,Deceased,57,Adult,2nd Class - Adult,1,38%
2,0,Deceased,57,Adult,2nd Class - Adult,1,38%
2,0,Deceased,59,Adult,2nd Class - Adult,1,38%
2,0,Deceased,60,Adult,2nd Class - Adult,1,38%
2,0,Deceased,60,Adult,2nd Class - Adult,1,38%
2,0,Deceased,61,Adult,2nd Class - Adult,1,38%
2,0,Deceased,62,Adult,2nd Class - Adult,1,38%
2,1,Survived,62,Adult,2nd Class - Adult,1,38%
2,0,Deceased,63,Adult,2nd Class - Adult,1,38%
2,0,Deceased,66,Adult,2nd Class - Adult,1,38%
2,0,Deceased,70,Adult,2nd Class - Adult,1,38%
2,1,Survived,0.67,Child,2nd Class - Child,1,88%
2,1,Survived,0.83,Child,2nd Class - Child,1,88%
2,1,Survived,0.83,Child,2nd Class - Child,1,88%
2,1,Survived,0.92,Child,2nd Class - Child,1,88%
2,1,Survived,1,Child,2nd Class - Child,1,88%
2,1,Survived,1,Child,2nd Class - Child,1,88%
2,1,Survived,1,Child,2nd Class - Child,1,88%
2,1,Survived,2,Child,2nd Class - Child,1,88%
2,1,Survived,2,Child,2nd Class - Child,1,88%
2,1,Survived,2,Child,2nd Class - Child,1,88%
2,1,Survived,3,Child,2nd Class - Child,1,88%
2,1,Survived,3,Child,2nd Class - Child,1,88%
2,1,Survived,3,Child,2nd Class - Child,1,88%
2,1,Survived,4,Child,2nd Class - Child,1,88%
2,1,Survived,4,Child,2nd Class - Child,1,88%
2,1,Survived,5,Child,2nd Class - Child,1,88%
2,1,Survived,6,Child,2nd Class - Child,1,88%
2,1,Survived,7,Child,2nd Class - Child,1,88%
2,1,Survived,8,Child,2nd Class - Child,1,88%
2,1,Survived,8,Child,2nd Class - Child,1,88%
2,1,Survived,8,Child,2nd Class - Child,1,88%
2,1,Survived,8,Child,2nd Class - Child,1,88%
2,1,Survived,12,Child,2nd Class - Child,1,88%
2,1,Survived,12,Child,2nd Class - Child,1,88%
2,1,Survived,13,Child,2nd Class - Child,1,88%
2,0,Deceased,14,Child,2nd Class - Child,1,88%
2,1,Survived,14,Child,2nd Class - Child,1,88%
2,1,Survived,15,Child,2nd Class - Child,1,88%
2,0,Deceased,16,Child,2nd Class - Child,1,88%
2,0,Deceased,16,Child,2nd Class - Child,1,88%
2,0,Deceased,17,Child,2nd Class - Child,1,88%
2,1,Survived,17,Child,2nd Class - Child,1,88%
2,1,Survived,17,Child,2nd Class - Child,1,88%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18,Adult,3rd Class - Adult,1,23%
3,1,Survived,18,Adult,3rd Class - Adult,1,23%
3,1,Survived,18,Adult,3rd Class - Adult,1,23%
3,1,Survived,18,Adult,3rd Class - Adult,1,23%
3,1,Survived,18,Adult,3rd Class - Adult,1,23%
3,1,Survived,18,Adult,3rd Class - Adult,1,23%
3,1,Survived,18,Adult,3rd Class - Adult,1,23%
3,1,Survived,18,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,18.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,19,Adult,3rd Class - Adult,1,23%
3,1,Survived,19,Adult,3rd Class - Adult,1,23%
3,1,Survived,19,Adult,3rd Class - Adult,1,23%
3,1,Survived,19,Adult,3rd Class - Adult,1,23%
3,1,Survived,19,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20,Adult,3rd Class - Adult,1,23%
3,1,Survived,20,Adult,3rd Class - Adult,1,23%
3,1,Survived,20,Adult,3rd Class - Adult,1,23%
3,1,Survived,20,Adult,3rd Class - Adult,1,23%
3,1,Survived,20,Adult,3rd Class - Adult,1,23%
3,0,Deceased,20.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,21,Adult,3rd Class - Adult,1,23%
3,1,Survived,21,Adult,3rd Class - Adult,1,23%
3,1,Survived,21,Adult,3rd Class - Adult,1,23%
3,1,Survived,21,Adult,3rd Class - Adult,1,23%
3,1,Survived,21,Adult,3rd Class - Adult,1,23%
3,1,Survived,21,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,1,Survived,22,Adult,3rd Class - Adult,1,23%
3,0,Deceased,22.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23,Adult,3rd Class - Adult,1,23%
3,1,Survived,23,Adult,3rd Class - Adult,1,23%
3,1,Survived,23,Adult,3rd Class - Adult,1,23%
3,1,Survived,23,Adult,3rd Class - Adult,1,23%
3,1,Survived,23,Adult,3rd Class - Adult,1,23%
3,0,Deceased,23.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24,Adult,3rd Class - Adult,1,23%
3,1,Survived,24,Adult,3rd Class - Adult,1,23%
3,1,Survived,24,Adult,3rd Class - Adult,1,23%
3,1,Survived,24,Adult,3rd Class - Adult,1,23%
3,1,Survived,24,Adult,3rd Class - Adult,1,23%
3,1,Survived,24,Adult,3rd Class - Adult,1,23%
3,1,Survived,24,Adult,3rd Class - Adult,1,23%
3,0,Deceased,24.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,25,Adult,3rd Class - Adult,1,23%
3,1,Survived,25,Adult,3rd Class - Adult,1,23%
3,1,Survived,25,Adult,3rd Class - Adult,1,23%
3,1,Survived,25,Adult,3rd Class - Adult,1,23%
3,1,Survived,25,Adult,3rd Class - Adult,1,23%
3,1,Survived,25,Adult,3rd Class - Adult,1,23%
3,1,Survived,25,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26,Adult,3rd Class - Adult,1,23%
3,1,Survived,26,Adult,3rd Class - Adult,1,23%
3,1,Survived,26,Adult,3rd Class - Adult,1,23%
3,1,Survived,26,Adult,3rd Class - Adult,1,23%
3,1,Survived,26,Adult,3rd Class - Adult,1,23%
3,1,Survived,26,Adult,3rd Class - Adult,1,23%
3,1,Survived,26,Adult,3rd Class - Adult,1,23%
3,0,Deceased,26.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,27,Adult,3rd Class - Adult,1,23%
3,1,Survived,27,Adult,3rd Class - Adult,1,23%
3,1,Survived,27,Adult,3rd Class - Adult,1,23%
3,1,Survived,27,Adult,3rd Class - Adult,1,23%
3,1,Survived,27,Adult,3rd Class - Adult,1,23%
3,1,Survived,27,Adult,3rd Class - Adult,1,23%
3,1,Survived,27,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,28.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,29,Adult,3rd Class - Adult,1,23%
3,1,Survived,29,Adult,3rd Class - Adult,1,23%
3,1,Survived,29,Adult,3rd Class - Adult,1,23%
3,1,Survived,29,Adult,3rd Class - Adult,1,23%
3,1,Survived,29,Adult,3rd Class - Adult,1,23%
3,1,Survived,29,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30,Adult,3rd Class - Adult,1,23%
3,1,Survived,30,Adult,3rd Class - Adult,1,23%
3,1,Survived,30,Adult,3rd Class - Adult,1,23%
3,1,Survived,30,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,30.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,31,Adult,3rd Class - Adult,1,23%
3,0,Deceased,31,Adult,3rd Class - Adult,1,23%
3,0,Deceased,31,Adult,3rd Class - Adult,1,23%
3,0,Deceased,31,Adult,3rd Class - Adult,1,23%
3,0,Deceased,31,Adult,3rd Class - Adult,1,23%
3,0,Deceased,31,Adult,3rd Class - Adult,1,23%
3,1,Survived,31,Adult,3rd Class - Adult,1,23%
3,1,Survived,31,Adult,3rd Class - Adult,1,23%
3,1,Survived,31,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32,Adult,3rd Class - Adult,1,23%
3,1,Survived,32,Adult,3rd Class - Adult,1,23%
3,1,Survived,32,Adult,3rd Class - Adult,1,23%
3,1,Survived,32,Adult,3rd Class - Adult,1,23%
3,1,Survived,32,Adult,3rd Class - Adult,1,23%
3,1,Survived,32,Adult,3rd Class - Adult,1,23%
3,1,Survived,32,Adult,3rd Class - Adult,1,23%
3,1,Survived,32,Adult,3rd Class - Adult,1,23%
3,0,Deceased,32.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,33,Adult,3rd Class - Adult,1,23%
3,1,Survived,33,Adult,3rd Class - Adult,1,23%
3,1,Survived,33,Adult,3rd Class - Adult,1,23%
3,0,Deceased,34,Adult,3rd Class - Adult,1,23%
3,0,Deceased,34,Adult,3rd Class - Adult,1,23%
3,0,Deceased,34,Adult,3rd Class - Adult,1,23%
3,0,Deceased,34,Adult,3rd Class - Adult,1,23%
3,0,Deceased,34.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,34.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,35,Adult,3rd Class - Adult,1,23%
3,0,Deceased,35,Adult,3rd Class - Adult,1,23%
3,0,Deceased,35,Adult,3rd Class - Adult,1,23%
3,0,Deceased,35,Adult,3rd Class - Adult,1,23%
3,0,Deceased,35,Adult,3rd Class - Adult,1,23%
3,0,Deceased,35,Adult,3rd Class - Adult,1,23%
3,0,Deceased,35,Adult,3rd Class - Adult,1,23%
3,1,Survived,35,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,0,Deceased,36,Adult,3rd Class - Adult,1,23%
3,1,Survived,36,Adult,3rd Class - Adult,1,23%
3,1,Survived,36,Adult,3rd Class - Adult,1,23%
3,1,Survived,36.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,37,Adult,3rd Class - Adult,1,23%
3,0,Deceased,37,Adult,3rd Class - Adult,1,23%
3,0,Deceased,37,Adult,3rd Class - Adult,1,23%
3,0,Deceased,38,Adult,3rd Class - Adult,1,23%
3,0,Deceased,38,Adult,3rd Class - Adult,1,23%
3,0,Deceased,38,Adult,3rd Class - Adult,1,23%
3,0,Deceased,38,Adult,3rd Class - Adult,1,23%
3,1,Survived,38,Adult,3rd Class - Adult,1,23%
3,1,Survived,38,Adult,3rd Class - Adult,1,23%
3,0,Deceased,38.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,39,Adult,3rd Class - Adult,1,23%
3,0,Deceased,39,Adult,3rd Class - Adult,1,23%
3,0,Deceased,39,Adult,3rd Class - Adult,1,23%
3,0,Deceased,39,Adult,3rd Class - Adult,1,23%
3,0,Deceased,39,Adult,3rd Class - Adult,1,23%
3,0,Deceased,39,Adult,3rd Class - Adult,1,23%
3,1,Survived,39,Adult,3rd Class - Adult,1,23%
3,1,Survived,39,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,40.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,41,Adult,3rd Class - Adult,1,23%
3,0,Deceased,41,Adult,3rd Class - Adult,1,23%
3,0,Deceased,41,Adult,3rd Class - Adult,1,23%
3,0,Deceased,41,Adult,3rd Class - Adult,1,23%
3,0,Deceased,41,Adult,3rd Class - Adult,1,23%
3,0,Deceased,42,Adult,3rd Class - Adult,1,23%
3,0,Deceased,42,Adult,3rd Class - Adult,1,23%
3,0,Deceased,42,Adult,3rd Class - Adult,1,23%
3,0,Deceased,42,Adult,3rd Class - Adult,1,23%
3,0,Deceased,43,Adult,3rd Class - Adult,1,23%
3,0,Deceased,43,Adult,3rd Class - Adult,1,23%
3,0,Deceased,43,Adult,3rd Class - Adult,1,23%
3,0,Deceased,43,Adult,3rd Class - Adult,1,23%
3,0,Deceased,44,Adult,3rd Class - Adult,1,23%
3,0,Deceased,44,Adult,3rd Class - Adult,1,23%
3,0,Deceased,44,Adult,3rd Class - Adult,1,23%
3,1,Survived,44,Adult,3rd Class - Adult,1,23%
3,0,Deceased,45,Adult,3rd Class - Adult,1,23%
3,0,Deceased,45,Adult,3rd Class - Adult,1,23%
3,0,Deceased,45,Adult,3rd Class - Adult,1,23%
3,0,Deceased,45,Adult,3rd Class - Adult,1,23%
3,1,Survived,45,Adult,3rd Class - Adult,1,23%
3,1,Survived,45,Adult,3rd Class - Adult,1,23%
3,1,Survived,45,Adult,3rd Class - Adult,1,23%
3,0,Deceased,45.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,47,Adult,3rd Class - Adult,1,23%
3,0,Deceased,47,Adult,3rd Class - Adult,1,23%
3,0,Deceased,47,Adult,3rd Class - Adult,1,23%
3,1,Survived,47,Adult,3rd Class - Adult,1,23%
3,0,Deceased,48,Adult,3rd Class - Adult,1,23%
3,0,Deceased,48,Adult,3rd Class - Adult,1,23%
3,0,Deceased,49,Adult,3rd Class - Adult,1,23%
3,0,Deceased,50,Adult,3rd Class - Adult,1,23%
3,0,Deceased,50,Adult,3rd Class - Adult,1,23%
3,0,Deceased,51,Adult,3rd Class - Adult,1,23%
3,0,Deceased,51,Adult,3rd Class - Adult,1,23%
3,0,Deceased,51,Adult,3rd Class - Adult,1,23%
3,0,Deceased,55.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,59,Adult,3rd Class - Adult,1,23%
3,0,Deceased,60.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,61,Adult,3rd Class - Adult,1,23%
3,1,Survived,63,Adult,3rd Class - Adult,1,23%
3,0,Deceased,65,Adult,3rd Class - Adult,1,23%
3,0,Deceased,70.5,Adult,3rd Class - Adult,1,23%
3,0,Deceased,74,Adult,3rd Class - Adult,1,23%
3,1,Survived,0.17,Child,3rd Class - Child,1,37%
3,0,Deceased,0.33,Child,3rd Class - Child,1,37%
3,1,Survived,0.42,Child,3rd Class - Child,1,37%
3,0,Deceased,0.75,Child,3rd Class - Child,1,37%
3,1,Survived,0.75,Child,3rd Class - Child,1,37%
3,1,Survived,0.75,Child,3rd Class - Child,1,37%
3,1,Survived,0.83,Child,3rd Class - Child,1,37%
3,0,Deceased,1,Child,3rd Class - Child,1,37%
3,0,Deceased,1,Child,3rd Class - Child,1,37%
3,0,Deceased,1,Child,3rd Class - Child,1,37%
3,1,Survived,1,Child,3rd Class - Child,1,37%
3,1,Survived,1,Child,3rd Class - Child,1,37%
3,1,Survived,1,Child,3rd Class - Child,1,37%
3,1,Survived,1,Child,3rd Class - Child,1,37%
